time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits
2022-06-07 04:46:38.136 UTC, , , , , , , , , ,125,3204165,56520,1792, ,11, , , , , , , , , , , ,11,11, , , ,2,6,14, , , , , , , , , , , , , , , , ,6808,2, ,4763, , , , ,8723,43756732416,57,57,57,57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8723,1654576117875,,, , , , , , , , , ,3145728,8696, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , ,1,13,97203952,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 04:47:38.137 UTC, , , , , , , , , ,125,3204165,56520,1792, ,11, , , , , , , , , , , ,11,11, , , ,2,6,14, , , , , , , , , , , , , , , , ,6808,2, ,4763, , , , ,8723,43755565056,57,57,57,57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8723,1654576117875,,, , , , , , , , , ,3145728,8696, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,112932592,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 04:48:38.140 UTC, , , , , , , , , ,125,3204165,56520,1792, ,11, , , , , , , , , , , ,11,11, , , ,2,6,14, , , , , , , , , , , , , , , , ,6808,2, ,4763, , , , ,8723,43754328064,57,57,57,57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8723,1654576117875,,, , , , , , , , , ,3145728,8696, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,126564080,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 04:49:38.143 UTC, , , , , , , , , ,125,3204165,56520,1792, ,11, , , , , , , , , , , ,11,11, , , ,2,6,14, , , , , , , , , , , , , , , , ,6808,2, ,4763, , , , ,8723,43753041920,57,57,57,57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8723,1654576117875,,, , , , , , , , , ,3145728,8696, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,141244144,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 04:50:38.145 UTC, , , , , , , , , ,125,3204165,56520,1792, ,11, , , , , , , , , , , ,11,11, , , ,2,6,14, , , , , , , , , , , , , , , , ,6808,2, ,4763, , , , ,8723,43762110464,57,57,57,57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8723,1654576117875,,, , , , , , , , , ,3145728,8696, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,153827056,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 04:51:38.148 UTC, , , , , , , , , ,125,3204165,56520,1792, ,11, , , , , , , , , , , ,11,11, , , ,2,6,14, , , , , , , , , , , , , , , , ,6808,2, ,4763, , , , ,8723,44409040896,57,57,57,57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8723,1654576117875,,, , , , , , , , , ,3145728,8696, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,168507120,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 04:52:38.151 UTC, , , , , , , , , ,125,3204165,56520,1792, ,11, , , , , , , , , , , ,11,11, , , ,2,6,14, , , , , , , , , , , , , , , , ,6808,2, ,4763, , , , ,8723,43722096640,57,57,57,57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8723,1654576117875,,, , , , , , , , , ,3145728,8696, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,182138608,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 04:53:38.154 UTC, , , , , , , , , ,125,3204165,56520,1792, ,11, , , , , , , , , , , ,11,11, , , ,2,6,14, , , , , , , , , , , , , , , , ,6808,2, ,4763, , , , ,8723,43720892416,57,57,57,57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8723,1654576117875,,, , , , , , , , , ,3145728,8696, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , ,1,10,83930456,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 04:54:38.156 UTC, , , , , , , , , ,125,3204165,56520,1792, ,11, , , , , , , , , , , ,11,11, , , ,2,6,14, , , , , , , , , , , , , , , , ,6808,2, ,4763, , , , ,8723,43720785920,57,57,57,57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8723,1654576117875,,, , , , , , , , , ,3145728,8696, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,97561944,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 04:55:38.159 UTC, , , , , , , , , ,125,3204165,56520,1792, ,11, , , , , , , , , , , ,11,11, , , ,2,6,14, , , , , , , , , , , , , , , , ,6808,2, ,4763, , , , ,8723,43712307200,57,57,57,57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8723,1654576117875,,, , , , , , , , , ,3145728,8696, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,111193432,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 04:56:38.162 UTC, , , , , , , , , ,125,3204165,56520,1792, ,11, , , , , , , , , , , ,11,11, , , ,2,6,14, , , , , , , , , , , , , , , , ,6808,2, ,4763, , , , ,8723,43712077824,57,57,57,57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8723,1654576117875,,, , , , , , , , , ,3145728,8696, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,124824920,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 04:57:38.164 UTC, , , , , , , , , ,125,3204165,56520,1792, ,11, , , , , , , , , , , ,11,11, , , ,2,6,14, , , , , , , , , , , , , , , , ,6808,2, ,4763, , , , ,8723,43711627264,57,57,57,57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8723,1654576117875,,, , , , , , , , , ,3145728,8696, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,138456408,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 04:58:38.167 UTC, , , , , , , , , ,125,3204165,56520,1792, ,11, , , , , , , , , , , ,11,11, , , ,2,6,14, , , , , , , , , , , , , , , , ,6808,2, ,4763, , , , ,8723,43709628416,57,57,57,57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8723,1654576117875,,, , , , , , , , , ,3145728,8696, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,152087896,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 04:59:38.169 UTC, , , , , , , , , ,125,3204165,56520,1792, ,11, , , , , , , , , , , ,11,11, , , ,2,6,14, , , , , , , , , , , , , , , , ,6808,2, ,4763, , , , ,8723,43709198336,57,57,57,57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8723,1654576117875,,, , , , , , , , , ,3145728,8696, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,166767960,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 05:00:38.170 UTC, , , , , , , , , ,125,3204165,56520,1792, ,11, , , , , , , , , , , ,11,11, , , ,2,6,14, , , , , , , , , , , , , , , , ,6808,2, ,4763, , , , ,8723,43714732032,57,57,57,57, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,8723,1654576117875,,, , , , , , , , , ,3145728,8696, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,181448024,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 05:07:56.288 UTC, , , , , , , , , ,125,3190293,44440, , ,10, ,131,10,0.08, , , , , , , ,10,10, ,22, ,5,8,11, ,109,19, , , , , , , , , , , , , ,10511,3,8793,8793,1, ,8,16,10561,43985117184,47,47,47,47, , , , , ,1,113, , , , , , , , , , , , , , , , , , , , , , , , , ,10561,1654578475972,,, , , , , , , , , ,3145728,10511,34,34,17,34, , ,34,1,1,4,1, ,3,2, ,34, ,4096,1, , , , , ,21046352,47,1838,1, , , , , , ,21,80,53212240,3, , , , , , ,112, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 05:08:56.299 UTC, , , , , , , , , ,125,3204709,57064,1792, ,11, ,115,1,0.01, , , , , , , ,11,11, , , ,5,6,14, ,45,29, , , , , , , , , , , , , ,10511,3,8793,8793, , , , ,10561,43558776832,47,47,47,47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10561,1654578475972,,, , , , , , , , , ,3145728,10511, , , , , , ,31, , ,1, , ,3, , ,31,1, , , , , , , ,14248,32, , , , , , , , ,22,300,268470240,3, , , , , , ,120, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,26,46,15, , , , , , , , , , 
2022-06-07 05:09:56.303 UTC, , , , , , , , , ,125,3204709,57064,1792, ,11, , , , , , , , , , , ,11,11, , , ,5,6,14, , , , , , , , , , , , , , , , ,10511,3,8793,8793, , , , ,10561,43558961152,47,47,47,47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10561,1654578475972,,, , , , , , , , , ,3145728,10511, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,305170400,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 05:10:56.308 UTC, , , , , , , , , ,125,3204709,57064,1792, ,11, , , , , , , , , , , ,11,11, , , ,5,6,14, , , , , , , , , , , , , , , , ,10511,3,8793,8793, , , , ,10561,43570651136,47,47,47,47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10561,1654578475972,,, , , , , , , , , ,3145728,10511, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,319850464,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 05:11:56.312 UTC, , , , , , , , , ,125,3204709,57064,1792, ,11, , , , , , , , , , , ,11,11, , , ,5,6,14, , , , , , , , , , , , , , , , ,10511,3,8793,8793, , , , ,10561,43570556928,47,47,47,47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10561,1654578475972,,, , , , , , , , , ,3145728,10511, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,335579104,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 05:12:56.314 UTC, , , , , , , , , ,125,3204709,57064,1792, ,11, , , , , , , , , , , ,11,11, , , ,5,6,14, , , , , , , , , , , , , , , , ,10511,3,8793,8793, , , , ,10561,43529740288,47,47,47,47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10561,1654578475972,,, , , , , , , , , ,3145728,10511, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , ,1,22,93802632,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 05:13:56.315 UTC, , , , , , , , , ,125,3204709,57064,1792, ,11, , , , , , , , , , , ,11,11, , , ,5,6,14, , , , , , , , , , , , , , , , ,10511,3,8793,8793, , , , ,10561,43529388032,47,47,47,47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10561,1654578475972,,, , , , , , , , , ,3145728,10511, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,112677000,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 05:14:56.318 UTC, , , , , , , , , ,125,3204709,57064,1792, ,11, , , , , , , , , , , ,11,11, , , ,5,6,14, , , , , , , , , , , , , , , , ,10511,3,8793,8793, , , , ,10561,43532017664,47,47,47,47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10561,1654578475972,,, , , , , , , , , ,3145728,10511, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,129454216,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 05:15:56.321 UTC, , , , , , , , , ,125,3204709,57064,1792, ,11, , , , , , , , , , , ,11,11, , , ,5,6,14, , , , , , , , , , , , , , , , ,10511,3,8793,8793, , , , ,10561,43531173888,47,47,47,47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10561,1654578475972,,, , , , , , , , , ,3145728,10511, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,143085704,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 05:16:56.323 UTC, , , , , , , , , ,125,3204709,57064,1792, ,11, , , , , , , , , , , ,11,11, , , ,5,6,14, , , , , , , , , , , , , , , , ,10511,3,8793,8793, , , , ,10561,43531071488,47,47,47,47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10561,1654578475972,,, , , , , , , , , ,3145728,10511, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,156717192,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 05:17:56.326 UTC, , , , , , , , , ,125,3204709,57064,1792, ,11, , , , , , , , , , , ,11,11, , , ,5,6,14, , , , , , , , , , , , , , , , ,10511,3,8793,8793, , , , ,10561,43529887744,47,47,47,47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10561,1654578475972,,, , , , , , , , , ,3145728,10511, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,171397256,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 05:18:56.328 UTC, , , , , , , , , ,125,3204709,57064,1792, ,11, , , , , , , , , , , ,11,11, , , ,5,6,14, , , , , , , , , , , , , , , , ,10511,3,8793,8793, , , , ,10561,43528560640,47,47,47,47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10561,1654578475972,,, , , , , , , , , ,3145728,10511, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,186077320,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 05:19:56.329 UTC, , , , , , , , , ,125,3204709,57064,1792, ,11, , , , , , , , , , , ,11,11, , , ,5,6,14, , , , , , , , , , , , , , , , ,10511,3,8793,8793, , , , ,10561,43528323072,47,47,47,47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10561,1654578475972,,, , , , , , , , , ,3145728,10511, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,199708808,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 05:20:56.330 UTC, , , , , , , , , ,125,3204709,57064,1792, ,11, , , , , , , , , , , ,11,11, , , ,5,6,14, , , , , , , , , , , , , , , , ,10511,3,8793,8793, , , , ,10561,43528204288,47,47,47,47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10561,1654578475972,,, , , , , , , , , ,3145728,10511, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,228020360,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 05:21:56.333 UTC, , , , , , , , , ,125,3204709,57064,1792, ,11, , , , , , , , , , , ,11,11, , , ,5,6,14, , , , , , , , , , , , , , , , ,10511,3,8793,8793, , , , ,10561,43525545984,47,47,47,47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10561,1654578475972,,, , , , , , , , , ,3145728,10511, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,263671944,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 05:22:56.336 UTC, , , , , , , , , ,125,3204709,57064,1792, ,11, , , , , , , , , , , ,11,11, , , ,5,6,14, , , , , , , , , , , , , , , , ,10511,3,8793,8793, , , , ,10561,43524587520,47,47,47,47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10561,1654578475972,,, , , , , , , , , ,3145728,10511, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,283594888, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 05:23:56.338 UTC, , , , , , , , , ,125,3204709,57064,1792, ,11, , , , , , , , , , , ,11,11, , , ,5,6,14, , , , , , , , , , , , , , , , ,10511,3,8793,8793, , , , ,10561,43520331776,47,47,47,47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10561,1654578475972,,, , , , , , , , , ,3145728,10511, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,299323528, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 05:24:56.341 UTC, , , , , , , , , ,125,3204709,57064,1792, ,11, , , , , , , , , , , ,11,11, , , ,5,6,14, , , , , , , , , , , , , , , , ,10511,3,8793,8793, , , , ,10561,43525787648,47,47,47,47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10561,1654578475972,,, , , , , , , , , ,3145728,10511, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , ,1,13,92847392,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 05:25:56.344 UTC, , , , , , , , , ,125,3204709,57064,1792, ,11, , , , , , , , , , , ,11,11, , , ,5,6,14, , , , , , , , , , , , , , , , ,10511,3,8793,8793, , , , ,10561,43534155776,47,47,47,47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10561,1654578475972,,, , , , , , , , , ,3145728,10511, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,111721760,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 05:26:56.347 UTC, , , , , , , , , ,125,3204709,57064,1792, ,11, , , , , , , , , , , ,11,11, , , ,5,6,14, , , , , , , , , , , , , , , , ,10511,3,8793,8793, , , , ,10561,43532353536,47,47,47,47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10561,1654578475972,,, , , , , , , , , ,3145728,10511, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,143179040,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 05:27:56.349 UTC, , , , , , , , , ,125,3204709,57064,1792, ,11, , , , , , , , , , , ,11,11, , , ,5,6,14, , , , , , , , , , , , , , , , ,10511,3,8793,8793, , , , ,10561,43531059200,47,47,47,47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10561,1654578475972,,, , , , , , , , , ,3145728,10511, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,168344864,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 05:28:56.352 UTC, , , , , , , , , ,125,3204709,57064,1792, ,11, , , , , , , , , , , ,11,11, , , ,5,6,14, , , , , , , , , , , , , , , , ,10511,3,8793,8793, , , , ,10561,43530932224,47,47,47,47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10561,1654578475972,,, , , , , , , , , ,3145728,10511, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,181976352,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 05:29:56.355 UTC, , , , , , , , , ,125,3204709,57064,1792, ,11, , , , , , , , , , , ,11,11, , , ,5,6,14, , , , , , , , , , , , , , , , ,10511,3,8793,8793, , , , ,10561,43530727424,47,47,47,47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10561,1654578475972,,, , , , , , , , , ,3145728,10511, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,197704992,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 05:30:56.358 UTC, , , , , , , , , ,125,3204709,57064,1792, ,11, , , , , , , , , , , ,11,11, , , ,5,6,14, , , , , , , , , , , , , , , , ,10511,3,8793,8793, , , , ,10561,43530571776,47,47,47,47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,10561,1654578475972,,, , , , , , , , , ,3145728,10511, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,211336480,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
