time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:G1 Old Generation.count,Jvm:G1 Old Generation.time,Jvm:G1 Young Generation.count,Jvm:G1 Young Generation.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits
2022-06-07 04:46:38.282 UTC, , , , , , , , , ,589,3243925,95480,2128, ,18, ,108, , , , , , , , , ,18,18, , , ,2,12,19, ,38, , , , , , , , , , , , , , ,8079,2, ,5646, , , , ,33187,43756732416,49,49,49,49, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,33187,1654576118164,,, , , , , , , , , ,3145728,33160,26,26,26,26, , , , , , ,1, ,3,1, , ,1, , , , , , , , , ,389,1, , , , , , ,1,13,98252528,2, , , , , , ,92, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,91,16,1, , , , , , , , , 
2022-06-07 04:47:38.284 UTC, , , , , , , , , ,589,3243925,95480,2128, ,18, ,6, , , , , , , , , ,18,18, , , ,2,12,19, ,1, , , , , , , , , , , , , , ,8079,2, ,5646, , , , ,33187,43755565056,49,49,49,49, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,33187,1654576118164,,, , , , , , , , , ,3145728,33160, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,112932592,2, , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,1, , , , , , , , , , 
2022-06-07 04:48:38.287 UTC, , , , , , , , , ,589,3243925,95480,2128, ,18, ,6, , , , , , , , , ,18,18, , , ,2,12,19, ,1, , , , , , , , , , , , , , ,8079,2, ,5646, , , , ,33187,43754328064,49,49,49,49, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,33187,1654576118164,,, , , , , , , , , ,3145728,33160, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,126564080,1, , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,1, , , , , , , , , , 
2022-06-07 04:49:38.290 UTC, , , , , , , , , ,589,3248357,99912,2128, ,18, ,254, , , , , , , , , ,18,18, , , ,2,10,21, ,44, , , , , , , , , , , , , , ,8079,2, ,5646, , , , ,33187,43753426944,49,49,49,49, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,33187,1654576118164,,, , , , , , , , , ,3145728,40499, , , , , , , , , , ,6, ,3, , , ,1, , , , , , , , , ,7340,6, , , , , , , , ,141244144,1, , , , , , ,277, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,25, ,1,133,36,59, , , , , , , , , 
2022-06-07 04:50:38.292 UTC, , , , , , , , , ,589,3248357,99912,2128, ,18, ,6, , , , , , , , , ,18,18, , , ,2,10,21, ,3, , , , , , , , , , , , , , ,8079,2, ,5646, , , , ,40527,43762110464,48,48,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40527,1654576118164,,, , , , , , , , , ,3145728,40499,94,94,94,94, , , , , , , , ,3,1, , ,1, , , , , , , , , , , , , , , , , , , ,154875632,1, , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,1, , , , , , , , , , 
2022-06-07 04:51:38.294 UTC, , , , , , , , , ,589,3248357,99912,2128, ,18, ,16, , , , , , , , , ,18,18, , , ,2,10,21, ,7, , , , , , , , , , , , , , ,8079,2, ,5646, , , , ,40922,44409040896,48,48,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40922,1654576118164,,, , , , , , , , , ,3145728,40894,19,19,19,19, , , , , , ,1, ,3,1, , ,1, , , , , , , , , ,395,1, , , , , , , , ,169555696,2, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,13,1,1, , , , , , , , , 
2022-06-07 04:52:38.295 UTC, , , , , , , , , ,589,3248357,99912,2128, ,18, , , , , , , , , , , ,18,18, , , ,2,10,21, , , , , , , , , , , , , , , , ,8079,2, ,5646, , , , ,40922,43722096640,48,48,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40922,1654576118164,,, , , , , , , , , ,3145728,40894, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,183187184,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 04:53:38.297 UTC, , , , , , , , , ,589,3248357,99912,2128, ,18, ,30, , , , , , , , , ,18,18, , , ,2,10,21, ,15, , , , , , , , , , , , , , ,8079,2, ,5646, , , , ,40922,43720892416,48,48,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40922,1654576118164,,, , , , , , , , , ,3145728,40894, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , ,1,10,83930456,2, , , , , , ,29, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,28,1, , , , , , , , , , 
2022-06-07 04:54:38.300 UTC, , , , , , , , , ,589,3252805,104360,2128, ,18, ,254, , , , , , , , , ,18,18, , , ,2,10,21, ,58, , , , , , , , , , , , , , ,8079,2, ,5646, , , , ,40922,43720830976,48,48,48,48, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,40922,1654576118164,,, , , , , , , , , ,3145728,48349,30,30,30,30, , , , , , ,6, ,3,1, , ,1, , , , , , , , , ,7455,6, , , , , , , , ,98610520,1, , , , , , ,279, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24, ,1,134,35,60, , , , , , , , , 
2022-06-07 04:55:38.303 UTC, , , , , , , , , ,589,3252805,104360,2128, ,18, ,6, , , , , , , , , ,18,18, , , ,2,10,21, ,3, , , , , , , , , , , , , , ,8079,2, ,5646, , , , ,48377,43712307200,47,47,47,47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,48377,1654576118164,,, , , , , , , , , ,3145728,48349, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,112242008,1, , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,1, , , , , , , , , , 
2022-06-07 04:56:38.306 UTC, , , , , , , , , ,589,3252805,104360,2128, ,18, ,16, , , , , , , , , ,18,18, , , ,2,10,21, ,7, , , , , , , , , , , , , , ,8079,2, ,5646, , , , ,48772,43712073728,47,47,47,47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,48772,1654576118164,,, , , , , , , , , ,3145728,48744,11,11,11,11, , , , , , ,1, ,3,1, , ,1, , , , , , , , , ,395,1, , , , , , , , ,124824920,1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,13,1,1, , , , , , , , , 
2022-06-07 04:57:38.308 UTC, , , , , , , , , ,589,3252805,104360,2128, ,18, ,6, , , , , , , , , ,18,18, , , ,2,10,21, ,3, , , , , , , , , , , , , , ,8079,2, ,5646, , , , ,48772,43711623168,47,47,47,47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,48772,1654576118164,,, , , , , , , , , ,3145728,48744, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,138456408,1, , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,1, , , , , , , , , , 
2022-06-07 04:58:38.310 UTC, , , , , , , , , ,589,3252805,104360,2128, ,18, , , , , , , , , , , ,18,18, , , ,2,10,21, , , , , , , , , , , , , , , , ,8079,2, ,5646, , , , ,48772,43709628416,47,47,47,47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,48772,1654576118164,,, , , , , , , , , ,3145728,48744, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,153136472,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 04:59:38.312 UTC, , , , , , , , , ,589,3256237,107792,2128, ,18, ,254, , , , , , , , , ,18,18, , , ,2,10,21, ,58, , , , , , , , , , , , , , ,8079,2, ,5646, , , , ,48772,43709231104,47,47,47,47, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,48772,1654576118164,,, , , , , , , , , ,3145728,56364,43,43,43,43, , , , , , ,6, ,3,1, , ,1, , , , , , , , , ,7620,6, , , , , , , , ,167816536,1, , , , , , ,283, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,22, ,1,136,33,62, , , , , , , , , 
2022-06-07 05:00:38.314 UTC, , , , , , , , , ,589,3256237,107792,2128, ,18, ,6, , , , , , , , , ,18,18, , , ,2,10,21, ,3, , , , , , , , , , , , , , ,8079,2, ,5646, , , , ,56392,43714727936,46,46,46,46, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,56392,1654576118164,,, , , , , , , , , ,3145728,56364, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,182496600,1, , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,1, , , , , , , , , , 
2022-06-07 05:07:56.707 UTC, , , , , , , , , ,125,3227749,81896, , ,17, ,1218,17,0.01, , , , , , , ,17,17, ,534, ,5,15,18, ,684,26, , , , , , , , , , , , , ,65710,3,56462,56462,1, ,15,30,65761,43985080320,44,44,44,44, , , , , ,1,648, , , , , , , , , , , , , , , , , , , , , , , , , ,65761,1654578476434,,, , , , , , , , , ,3145728,65710,116,116,65,116, , ,48,1,1,4,1, ,3,2, ,48, ,4096,1, , , , , ,21075519,61,9369,1, , , , , , ,23,85,60231680,3, , , , , , ,694, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 05:08:56.712 UTC, , , , , , , , , ,125,3241965,93984,2128, ,18, ,110,1,0.01, , , , , , , ,18,18, , , ,5,13,18, ,66,44, , , , , , , , , , , , , ,65710,3,56462,56462, , , , ,65761,43558776832,44,44,44,44, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,65761,1654578476434,,, , , , , , , , , ,3145728,65710, , , , , , ,46, , ,1, , ,3, , ,46,1, , , , , , , ,16090,47, , , , , , , , ,20,295,268470240,3, , , , , , ,206, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,104,45,15, , , , , , , , , , 
2022-06-07 05:09:56.716 UTC, , , , , , , , , ,589,3242429,93984,2128, ,18, ,28, , , , , , , , , ,18,18, , , ,5,11,20, ,13,3, , , , , , , , , , , , , ,65710,3,56462,56462, , , , ,66156,43558961152,44,44,44,44, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,66156,1654578476434,,, , , , , , , , , ,3145728,66127,9,9,9,9, , ,3, , ,2,1, ,3,1, ,3,1, , , , , , , ,8691,5,395,1, , , , , , , , ,305170400,3, , , , , , ,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,23,2,1, , , , , , , , , 
2022-06-07 05:10:56.720 UTC, , , , , , , , , ,589,3242429,93984,2128, ,18, ,6, , , , , , , , , ,18,18, , , ,5,11,20, ,3, , , , , , , , , , , , , , ,65710,3,56462,56462, , , , ,66156,43570651136,44,44,44,44, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,66156,1654578476434,,, , , , , , , , , ,3145728,66127, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,319850464,1, , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,1, , , , , , , , , , 
2022-06-07 05:11:56.724 UTC, , , , , , , , , ,589,3242429,93984,2128, ,18, , , , , , , , , , , ,18,18, , , ,5,11,20, , , , , , , , , , , , , , , , ,65710,3,56462,56462, , , , ,66156,43570552832,44,44,44,44, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,66156,1654578476434,,, , , , , , , , , ,3145728,66127, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,335579104,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 05:12:56.728 UTC, , , , , , , , , ,589,3247733,99288,2128, ,18, ,140, , , , , , , , , ,18,18, , , ,5,10,21, ,69,13, , , , , , , , , , , , , ,65710,3,56462,56462, , , , ,66156,43529740288,44,44,44,44, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,66156,1654578476434,,, , , , , , , , , ,3145728,66127, , , , , , ,13, , , , , ,3, , ,13,1, , , , , , , ,5342,13, , , , , , , , ,1,22,94851208,2, , , , , , ,123, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,122,17, , , , , , , , , , 
2022-06-07 05:13:56.732 UTC, , , , , , , , , ,589,3249189,100744,2128, ,18, ,131, , , , , , , , , ,18,18, , , ,5,10,21, ,31,1, , , , , , , , , , , , , ,65710,3,56462,56462, , , , ,69789,43529388032,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,69789,1654578476434,,, , , , , , , , , ,3145728,69760,65,65,65,65, , ,1, , , ,3, ,3,1, ,1,1, , , , , , , ,70,1,3633,3, , , , , , , , ,112677000,1, , , , , , ,139, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13, ,1,67,21,29, , , , , , , , , 
2022-06-07 05:14:56.735 UTC, , , , , , , , , ,589,3249189,100744,2128, ,18, ,10, , , , , , , , , ,18,18, , , ,5,10,21, ,4, , , , , , , , , , , , , , ,65710,3,56462,56462, , , , ,70184,43532017664,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,70184,1654578476434,,, , , , , , , , , ,3145728,70155,10,10,10,10, , , , , , ,1, ,3,1, , ,1, , , , , , , , , ,395,1, , , , , , , , ,129454216,2, , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,9, ,1, , , , , , , , , 
2022-06-07 05:15:56.738 UTC, , , , , , , , , ,589,3249189,100744,2128, ,18, ,12, , , , , , , , , ,18,18, , , ,5,10,21, ,6, , , , , , , , , , , , , , ,65710,3,56462,56462, , , , ,70184,43531173888,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,70184,1654578476434,,, , , , , , , , , ,3145728,70155, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,143085704,2, , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,2, , , , , , , , , , 
2022-06-07 05:16:56.741 UTC, , , , , , , , , ,589,3249189,100744,2128, ,18, ,6, , , , , , , , , ,18,18, , , ,5,10,21, ,3, , , , , , , , , , , , , , ,65710,3,56462,56462, , , , ,70184,43531071488,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,70184,1654578476434,,, , , , , , , , , ,3145728,70155, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,156717192,2, , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,1, , , , , , , , , , 
2022-06-07 05:17:56.744 UTC, , , , , , , , , ,589,3249189,100744,2128, ,18, , , , , , , , , , , ,18,18, , , ,5,10,21, , , , , , , , , , , , , , , , ,65710,3,56462,56462, , , , ,70184,43529789440,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,70184,1654578476434,,, , , , , , , , , ,3145728,70155, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,171397256,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 05:18:56.746 UTC, , , , , , , , , ,589,3250661,102216,2128, ,18, ,131, , , , , , , , , ,18,18, , , ,5,10,21, ,31, , , , , , , , , , , , , , ,65710,3,56462,56462, , , , ,73866,43528560640,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,73866,1654578476434,,, , , , , , , , , ,3145728,73837,48,48,48,48, , , , , , ,3, ,3,1, , ,1, , , , , , , , , ,3682,3, , , , , , , , ,186077320,1, , , , , , ,139, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13, ,1,67,21,29, , , , , , , , , 
2022-06-07 05:19:56.749 UTC, , , , , , , , , ,589,3250661,102216,2128, ,18, ,16, , , , , , , , , ,18,18, , , ,5,10,21, ,7, , , , , , , , , , , , , , ,65710,3,56462,56462, , , , ,74264,43528318976,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,74264,1654578476434,,, , , , , , , , , ,3145728,74235,31,31,31,31, , , , , , ,1, ,3,1, , ,1, , , , , , , , , ,398,1, , , , , , , , ,199708808,1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,13,1,1, , , , , , , , , 
2022-06-07 05:20:56.753 UTC, , , , , , , , , ,589,3250661,102216,2128, ,18, ,24, , , , , , , , , ,18,18, , , ,5,10,21, ,12, , , , , , , , , , , , , , ,65710,3,56462,56462, , , , ,74264,43528257536,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,74264,1654578476434,,, , , , , , , , , ,3145728,74235, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,228020360,1, , , , , , ,24, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,24, , , , , , , , , , , 
2022-06-07 05:21:56.756 UTC, , , , , , , , , ,589,3250661,102216,2128, ,18, ,12, , , , , , , , , ,18,18, , , ,5,10,21, ,6, , , , , , , , , , , , , , ,65710,3,56462,56462, , , , ,74264,43525537792,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,74264,1654578476434,,, , , , , , , , , ,3145728,74235, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,264720520,1, , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,2, , , , , , , , , , 
2022-06-07 05:22:56.758 UTC, , , , , , , , , ,589,3250661,102216,2128, ,18, ,6, , , , , , , , , ,18,18, , , ,5,10,21, ,3, , , , , , , , , , , , , , ,65710,3,56462,56462, , , , ,74264,43524587520,43,43,43,43, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,74264,1654578476434,,, , , , , , , , , ,3145728,74235, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,283594888, , , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,1, , , , , , , , , , 
2022-06-07 05:23:56.761 UTC, , , , , , , , , ,589,3253141,104696,2128, ,18, ,125, , , , , , , , , ,18,18, , , ,5,10,21, ,28, , , , , , , , , , , , , , ,65710,3,56462,56462, , , , ,77978,43520331776,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,77978,1654578476434,,, , , , , , , , , ,3145728,77949,21,21,21,21, , , , , , ,3, ,3,1, , ,1, , , , , , , , , ,3714,3, , , , , , , , ,299323528, , , , , , , ,130, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,15, , ,61,22,27, , , , , , , , , 
2022-06-07 05:24:56.763 UTC, , , , , , , , , ,589,3253141,104696,2128, ,18, ,16, , , , , , , , , ,18,18, , , ,5,10,21, ,7, , , , , , , , , , , , , , ,65710,3,56462,56462, , , , ,78374,43525787648,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,78374,1654578476434,,, , , , , , , , , ,3145728,78345,10,10,10,10, , , , , , ,1, ,3,1, , ,1, , , , , , , , , ,396,1, , , , , , ,1,13,92847392,1, , , , , , ,15, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,13,1,1, , , , , , , , , 
2022-06-07 05:25:56.765 UTC, , , , , , , , , ,589,3253141,104696,2128, ,18, ,6, , , , , , , , , ,18,18, , , ,5,10,21, ,3, , , , , , , , , , , , , , ,65710,3,56462,56462, , , , ,78374,43534155776,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,78374,1654578476434,,, , , , , , , , , ,3145728,78345, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,111721760,1, , , , , , ,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,4,1, , , , , , , , , , 
2022-06-07 05:26:56.768 UTC, , , , , , , , , ,589,3253141,104696,2128, ,18, , , , , , , , , , , ,18,18, , , ,5,10,21, , , , , , , , , , , , , , , , ,65710,3,56462,56462, , , , ,78374,43532353536,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,78374,1654578476434,,, , , , , , , , , ,3145728,78345, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,143179040,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2022-06-07 05:27:56.771 UTC, , , , , , , , , ,589,3253141,104696,2128, ,18, ,12, , , , , , , , , ,18,18, , , ,5,10,21, ,6, , , , , , , , , , , , , , ,65710,3,56462,56462, , , , ,78374,43531055104,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,78374,1654578476434,,, , , , , , , , , ,3145728,78345, , , , , , , , , , , , ,3, , , ,1, , , , , , , , , , , , , , , , , , , ,168344864,2, , , , , , ,10, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,8,2, , , , , , , , , , 
2022-06-07 05:28:56.773 UTC, , , , , , , , , ,589,3254613,106168,2128, ,18, ,131, , , , , , , , , ,18,18, , , ,5,10,21, ,31, , , , , , , , , , , , , , ,65710,3,56462,56462, , , , ,82142,43530932224,42,42,42,42, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,82142,1654578476434,,, , , , , , , , , ,3145728,82113,30,30,30,30, , , , , , ,3, ,3,1, , ,1, , , , , , , , , ,3768,3, , , , , , , , ,181976352,1, , , , , , ,139, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,13, ,1,67,21,29, , , , , , , , , 
